"No.","Time","Source","Destination","Protocol","Length","Channel frequency","Data rate (Mb/s)","Channel","Channel","Transmitter address","Destination address","Type/Subtype","Info"
"299906","354.354069","Apple_8e:c9:84","6c:3f:23:e3:70:0b","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:0b","Authentication","Authentication, SN=2340, FN=0, Flags=....R...C"
"299909","354.381828","Apple_8e:c9:84","6c:3f:23:e3:70:0b","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:0b","Authentication","Authentication, SN=2341, FN=0, Flags=........C"
"299910","354.383071","Apple_8e:c9:84","6c:3f:23:e3:70:0b","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:0b","Authentication","Authentication, SN=2341, FN=0, Flags=....R...C"
"299911","354.385104","Apple_8e:c9:84","6c:3f:23:e3:70:0b","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:0b","Authentication","Authentication, SN=2341, FN=0, Flags=....R...C"
"299927","354.401613","Apple_8e:c9:84","6c:3f:23:e3:70:0b","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:0b","Authentication","Authentication, SN=2341, FN=0, Flags=....R...C"
"299966","354.441737","Apple_8e:c9:84","6c:3f:23:e3:70:0b","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:0b","Authentication","Authentication, SN=2341, FN=0, Flags=....R...C"
"300026","354.503826","Apple_8e:c9:84","6c:3f:23:e3:70:0b","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:0b","Authentication","Authentication, SN=2341, FN=0, Flags=....R...C"
"300102","354.584512","Apple_8e:c9:84","6c:3f:23:e3:70:0b","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:0b","Authentication","Authentication, SN=2342, FN=0, Flags=........C"
"300107","354.589650","Apple_8e:c9:84","6c:3f:23:e3:70:0b","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:0b","Authentication","Authentication, SN=2342, FN=0, Flags=....R...C"
"300108","354.590698","Apple_8e:c9:84","6c:3f:23:e3:70:0b","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:0b","Authentication","Authentication, SN=2342, FN=0, Flags=....R...C"
"300119","354.602483","Apple_8e:c9:84","6c:3f:23:e3:70:0b","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:0b","Authentication","Authentication, SN=2342, FN=0, Flags=....R...C"
"300149","354.638781","Apple_8e:c9:84","6c:3f:23:e3:70:0b","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:0b","Authentication","Authentication, SN=2342, FN=0, Flags=....R...C"
"300153","354.642816","Apple_8e:c9:84","6c:3f:23:e3:70:0b","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:0b","Authentication","Authentication, SN=2342, FN=0, Flags=....R...C"
"300158","354.648440","Apple_8e:c9:84","6c:3f:23:e3:70:0b","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:0b","Authentication","Authentication, SN=2342, FN=0, Flags=....R...C"
"300161","354.676594","Apple_8e:c9:84","6c:3f:23:e3:70:0b","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:0b","Authentication","Authentication, SN=2343, FN=0, Flags=........C"
"300162","354.677556","Apple_8e:c9:84","6c:3f:23:e3:70:0b","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:0b","Authentication","Authentication, SN=2343, FN=0, Flags=....R...C"
"300163","354.678676","Apple_8e:c9:84","6c:3f:23:e3:70:0b","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:0b","Authentication","Authentication, SN=2343, FN=0, Flags=....R...C"
"300168","354.684032","Apple_8e:c9:84","6c:3f:23:e3:70:0b","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:0b","Authentication","Authentication, SN=2343, FN=0, Flags=....R...C"
"300169","354.685041","Apple_8e:c9:84","6c:3f:23:e3:70:0b","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:0b","Authentication","Authentication, SN=2343, FN=0, Flags=....R...C"
"300222","354.740573","Apple_8e:c9:84","6c:3f:23:e3:70:0b","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:0b","Authentication","Authentication, SN=2343, FN=0, Flags=....R...C"
"300224","354.742608","Apple_8e:c9:84","6c:3f:23:e3:70:0b","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:0b","Authentication","Authentication, SN=2343, FN=0, Flags=....R...C"
"300229","354.770951","Apple_8e:c9:84","6c:3f:23:e3:70:0b","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:0b","Authentication","Authentication, SN=2344, FN=0, Flags=........C"
"300246","354.789202","Apple_8e:c9:84","6c:3f:23:e3:70:0b","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:0b","Authentication","Authentication, SN=2344, FN=0, Flags=....R...C"
"300247","354.790099","Apple_8e:c9:84","6c:3f:23:e3:70:0b","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:0b","Authentication","Authentication, SN=2344, FN=0, Flags=....R...C"
"300251","354.795120","Apple_8e:c9:84","6c:3f:23:e3:70:0b","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:0b","Authentication","Authentication, SN=2344, FN=0, Flags=....R...C"
"300299","354.848453","Apple_8e:c9:84","6c:3f:23:e3:70:0b","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:0b","Authentication","Authentication, SN=2344, FN=0, Flags=....R...C"
"300323","354.874467","Apple_8e:c9:84","6c:3f:23:e3:70:0b","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:0b","Authentication","Authentication, SN=2344, FN=0, Flags=....R...C"
"300627","355.202553","Apple_8e:c9:84","6c:3f:23:e3:70:4e","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:4e","Authentication","Authentication, SN=2353, FN=0, Flags=........C"
"300628","355.203566","Apple_8e:c9:84","6c:3f:23:e3:70:4e","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:4e","Authentication","Authentication, SN=2353, FN=0, Flags=....R...C"
"300637","355.212948","Apple_8e:c9:84","6c:3f:23:e3:70:4e","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:4e","Authentication","Authentication, SN=2353, FN=0, Flags=....R...C"
"300648","355.225225","Apple_8e:c9:84","6c:3f:23:e3:70:4e","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:4e","Authentication","Authentication, SN=2353, FN=0, Flags=....R...C"
"300650","355.227125","Apple_8e:c9:84","6c:3f:23:e3:70:4e","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:4e","Authentication","Authentication, SN=2353, FN=0, Flags=....R...C"
"300690","355.269005","Apple_8e:c9:84","6c:3f:23:e3:70:4e","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:4e","Authentication","Authentication, SN=2353, FN=0, Flags=....R...C"
"300712","355.293683","Apple_8e:c9:84","6c:3f:23:e3:70:4e","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:4e","Authentication","Authentication, SN=2353, FN=0, Flags=....R...C"
"300719","355.321412","Apple_8e:c9:84","6c:3f:23:e3:70:4e","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:4e","Authentication","Authentication, SN=2354, FN=0, Flags=........C"
"300720","355.322410","Apple_8e:c9:84","6c:3f:23:e3:70:4e","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:4e","Authentication","Authentication, SN=2354, FN=0, Flags=....R...C"
"300721","355.323517","Apple_8e:c9:84","6c:3f:23:e3:70:4e","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:4e","Authentication","Authentication, SN=2354, FN=0, Flags=....R...C"
"300740","355.345083","Apple_8e:c9:84","6c:3f:23:e3:70:4e","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:4e","Authentication","Authentication, SN=2354, FN=0, Flags=....R...C"
"300743","355.348305","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","109","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Probe Request","Probe Request, SN=3417, FN=0, Flags=........C, SSID=lacguest"
"300744","355.349190","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","109","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Probe Request","Probe Request, SN=3417, FN=0, Flags=....R...C, SSID=lacguest"
"300745","355.350099","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","109","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Probe Request","Probe Request, SN=3417, FN=0, Flags=....R...C, SSID=lacguest"
"300746","355.351018","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","109","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Probe Request","Probe Request, SN=3417, FN=0, Flags=....R...C, SSID=lacguest"
"300747","355.352140","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","109","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Probe Request","Probe Request, SN=3417, FN=0, Flags=....R...C, SSID=lacguest"
"300748","355.353064","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","109","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Probe Request","Probe Request, SN=3417, FN=0, Flags=....R...C, SSID=lacguest"
"300749","355.354056","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","109","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Probe Request","Probe Request, SN=3417, FN=0, Flags=....R...C, SSID=lacguest"
"300750","355.355027","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","109","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Probe Request","Probe Request, SN=3417, FN=0, Flags=....R...C, SSID=lacguest"
"300751","355.355988","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","109","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Probe Request","Probe Request, SN=3417, FN=0, Flags=....R...C, SSID=lacguest"
"300752","355.356937","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","109","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Probe Request","Probe Request, SN=3417, FN=0, Flags=....R...C, SSID=lacguest"
"300753","355.357901","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","109","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Probe Request","Probe Request, SN=3417, FN=0, Flags=....R...C, SSID=lacguest"
"300754","355.358876","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","109","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Probe Request","Probe Request, SN=3417, FN=0, Flags=....R...C, SSID=lacguest"
"300755","355.359827","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","109","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Probe Request","Probe Request, SN=3417, FN=0, Flags=....R...C, SSID=lacguest"
"300756","355.360874","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","109","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Probe Request","Probe Request, SN=3417, FN=0, Flags=....R...C, SSID=lacguest"
"300757","355.361783","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","109","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Probe Request","Probe Request, SN=3417, FN=0, Flags=....R...C, SSID=lacguest"
"300758","355.362714","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","109","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Probe Request","Probe Request, SN=3417, FN=0, Flags=....R...C, SSID=lacguest"
"300759","355.364003","Apple_8e:c9:84","6c:3f:23:e3:70:4e","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:4e","Authentication","Authentication, SN=2354, FN=0, Flags=....R...C"
"300764","355.368469","Apple_8e:c9:84","6c:3f:23:e3:70:4e","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:4e","Authentication","Authentication, SN=2354, FN=0, Flags=....R...C"
"300792","355.398241","Apple_8e:c9:84","6c:3f:23:e3:70:4e","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:4e","Authentication","Authentication, SN=2354, FN=0, Flags=....R...C"
"300796","355.425718","Apple_8e:c9:84","6c:3f:23:e3:70:4e","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:4e","Authentication","Authentication, SN=2355, FN=0, Flags=........C"
"300797","355.426820","Apple_8e:c9:84","6c:3f:23:e3:70:4e","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:4e","Authentication","Authentication, SN=2355, FN=0, Flags=....R...C"
"300806","355.437598","Apple_8e:c9:84","6c:3f:23:e3:70:4e","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:4e","Authentication","Authentication, SN=2355, FN=0, Flags=....R...C"
"300807","355.438607","Apple_8e:c9:84","6c:3f:23:e3:70:4e","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:4e","Authentication","Authentication, SN=2355, FN=0, Flags=....R...C"
"300817","355.451483","Apple_8e:c9:84","6c:3f:23:e3:70:4e","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:4e","Authentication","Authentication, SN=2355, FN=0, Flags=....R...C"
"300884","355.521052","Apple_8e:c9:84","6c:3f:23:e3:70:4e","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:4e","Authentication","Authentication, SN=2355, FN=0, Flags=....R...C"
"300895","355.533796","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=3418, FN=0, Flags=........C"
"300897","355.535392","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=3418, FN=0, Flags=....R...C"
"300898","355.535865","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=3418, FN=0, Flags=....R...C"
"300899","355.536332","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=3418, FN=0, Flags=....R...C"
"300900","355.536985","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=3418, FN=0, Flags=....R...C"
"300901","355.537517","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=3418, FN=0, Flags=....R...C"
"300902","355.538090","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=3418, FN=0, Flags=....R...C"
"300903","355.538723","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=3418, FN=0, Flags=....R...C"
"300904","355.539250","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=3418, FN=0, Flags=....R...C"
"300905","355.539865","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=3418, FN=0, Flags=....R...C"
"300906","355.540480","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=3418, FN=0, Flags=....R...C"
"300907","355.540997","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=3418, FN=0, Flags=....R...C"
"300908","355.541516","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=3418, FN=0, Flags=....R...C"
"300909","355.542097","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=3418, FN=0, Flags=....R...C"
"300910","355.542764","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=3418, FN=0, Flags=....R...C"
"300911","355.543303","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=3418, FN=0, Flags=....R...C"
"300955","355.589426","Apple_8e:c9:84","6c:3f:23:e3:70:4e","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:4e","Authentication","Authentication, SN=2355, FN=0, Flags=....R...C"
"300963","355.617183","Apple_8e:c9:84","6c:3f:23:e3:70:4e","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:4e","Authentication","Authentication, SN=2356, FN=0, Flags=........C"
"300964","355.618174","Apple_8e:c9:84","6c:3f:23:e3:70:4e","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:4e","Authentication","Authentication, SN=2356, FN=0, Flags=....R...C"
"300965","355.619181","Apple_8e:c9:84","6c:3f:23:e3:70:4e","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:4e","Authentication","Authentication, SN=2356, FN=0, Flags=....R...C"
"301017","355.680571","Apple_8e:c9:84","6c:3f:23:e3:70:4e","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:4e","Authentication","Authentication, SN=2356, FN=0, Flags=....R...C"
"301086","355.754698","Apple_8e:c9:84","6c:3f:23:e3:70:4e","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:4e","Authentication","Authentication, SN=2356, FN=0, Flags=....R...C"
"301111","355.782595","Apple_8e:c9:84","6c:3f:23:e3:70:4e","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:4e","Authentication","Authentication, SN=2356, FN=0, Flags=....R...C"
"301114","355.810449","Apple_8e:c9:84","6c:3f:23:e3:70:4e","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:4e","Authentication","Authentication, SN=2357, FN=0, Flags=........C"
"301115","355.811677","Apple_8e:c9:84","6c:3f:23:e3:70:4e","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:4e","Authentication","Authentication, SN=2357, FN=0, Flags=....R...C"
"301122","355.819533","Apple_8e:c9:84","6c:3f:23:e3:70:4e","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:4e","Authentication","Authentication, SN=2357, FN=0, Flags=....R...C"
"301139","355.838870","Apple_8e:c9:84","6c:3f:23:e3:70:4e","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:4e","Authentication","Authentication, SN=2357, FN=0, Flags=....R...C"
"301141","355.840363","Apple_8e:c9:84","6c:3f:23:e3:70:4e","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:4e","Authentication","Authentication, SN=2357, FN=0, Flags=....R...C"
"301174","355.876363","Apple_8e:c9:84","6c:3f:23:e3:70:4e","802.11","83","2412","1","1","1","38:71:de:8e:c9:84","6c:3f:23:e3:70:4e","Authentication","Authentication, SN=2357, FN=0, Flags=....R...C"
"301404","356.125984","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=3419, FN=0, Flags=........C"
"301405","356.126530","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=3419, FN=0, Flags=....R...C"
"301406","356.127253","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=3419, FN=0, Flags=....R...C"
"301407","356.127892","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=3419, FN=0, Flags=....R...C"
"301408","356.128499","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=3419, FN=0, Flags=....R...C"
"301409","356.128939","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=3419, FN=0, Flags=....R...C"
"301410","356.129690","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=3419, FN=0, Flags=....R...C"
"301411","356.130326","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=3419, FN=0, Flags=....R...C"
"301412","356.130857","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=3419, FN=0, Flags=....R...C"
"301413","356.131414","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=3419, FN=0, Flags=....R...C"
"301414","356.131964","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=3419, FN=0, Flags=....R...C"
"301415","356.132559","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=3419, FN=0, Flags=....R...C"
"301416","356.133112","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=3419, FN=0, Flags=....R...C"
"301417","356.133879","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=3419, FN=0, Flags=....R...C"
"301418","356.134450","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=3419, FN=0, Flags=....R...C"
"301419","356.135077","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=3419, FN=0, Flags=....R...C"
"301874","356.642112","TctMobil_8e:6f:bb","6c:3f:23:e3:70:07","802.11","120","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:07","Probe Request","Probe Request, SN=207, FN=0, Flags=........C, SSID=McDonalds Free WiFi"
"301875","356.643236","TctMobil_8e:6f:bb","6c:3f:23:e3:70:07","802.11","120","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:07","Probe Request","Probe Request, SN=207, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
"301876","356.644350","TctMobil_8e:6f:bb","6c:3f:23:e3:70:07","802.11","120","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:07","Probe Request","Probe Request, SN=207, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
"301877","356.645374","TctMobil_8e:6f:bb","6c:3f:23:e3:70:07","802.11","120","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:07","Probe Request","Probe Request, SN=207, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
"301878","356.646430","TctMobil_8e:6f:bb","6c:3f:23:e3:70:07","802.11","120","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:07","Probe Request","Probe Request, SN=207, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
"301879","356.647485","TctMobil_8e:6f:bb","6c:3f:23:e3:70:07","802.11","120","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:07","Probe Request","Probe Request, SN=207, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
"301880","356.648524","TctMobil_8e:6f:bb","6c:3f:23:e3:70:07","802.11","120","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:07","Probe Request","Probe Request, SN=207, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
"301881","356.649631","TctMobil_8e:6f:bb","6c:3f:23:e3:70:07","802.11","120","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:07","Probe Request","Probe Request, SN=207, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
"301882","356.650599","TctMobil_8e:6f:bb","6c:3f:23:e3:70:07","802.11","120","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:07","Probe Request","Probe Request, SN=207, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
"301883","356.651708","TctMobil_8e:6f:bb","6c:3f:23:e3:70:07","802.11","120","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:07","Probe Request","Probe Request, SN=207, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
"301884","356.652799","TctMobil_8e:6f:bb","6c:3f:23:e3:70:07","802.11","120","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:07","Probe Request","Probe Request, SN=207, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
