"No.","Time","Source","Destination","Protocol","Length","Channel frequency","Data rate (Mb/s)","Channel","Channel","Transmitter address","Destination address","Type/Subtype","Info"
"488119","561.909349","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=109, FN=0, Flags=....R...C"
"488120","561.909924","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=109, FN=0, Flags=....R...C"
"488152","561.943859","MurataMa_78:d1:ff","6c:3f:23:e3:70:18","802.11","70","2412","1","1","1","a0:c9:a0:78:d1:ff","6c:3f:23:e3:70:18","Authentication","Authentication, SN=3982, FN=0, Flags=....R...C"
"488678","562.488266","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=110, FN=0, Flags=........C"
"488679","562.488899","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=110, FN=0, Flags=....R...C"
"488680","562.489431","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=110, FN=0, Flags=....R...C"
"488681","562.489985","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=110, FN=0, Flags=....R...C"
"488682","562.490497","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=110, FN=0, Flags=....R...C"
"488683","562.491050","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=110, FN=0, Flags=....R...C"
"488684","562.491664","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=110, FN=0, Flags=....R...C"
"488685","562.492326","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=110, FN=0, Flags=....R...C"
"488686","562.492832","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=110, FN=0, Flags=....R...C"
"488687","562.493551","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=110, FN=0, Flags=....R...C"
"488688","562.494122","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=110, FN=0, Flags=....R...C"
"488689","562.494774","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=110, FN=0, Flags=....R...C"
"488690","562.495407","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=110, FN=0, Flags=....R...C"
"488691","562.495960","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=110, FN=0, Flags=....R...C"
"488692","562.496478","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=110, FN=0, Flags=....R...C"
"488693","562.497055","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=110, FN=0, Flags=....R...C"
"489029","562.858626","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=4093, FN=0, Flags=........C"
"489056","562.888962","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=4093, FN=0, Flags=....R...C"
"489063","562.896147","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=4093, FN=0, Flags=....R...C"
"489079","562.912340","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=4093, FN=0, Flags=....R...C"
"489081","562.914450","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=4093, FN=0, Flags=....R...C"
"489090","562.923526","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=4093, FN=0, Flags=....R...C"
"489098","562.931850","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=4093, FN=0, Flags=....R...C"
"489101","562.934877","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=4094, FN=0, Flags=........C"
"489105","562.938919","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=4094, FN=0, Flags=....R...C"
"489110","562.943971","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=4094, FN=0, Flags=....R...C"
"489115","562.951129","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=4094, FN=0, Flags=....R...C"
"489153","562.990547","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=4094, FN=0, Flags=....R...C"
"489258","563.099977","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=4094, FN=0, Flags=....R...C"
"489317","563.159356","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=4094, FN=0, Flags=....R...C"
"489320","563.162558","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=4095, FN=0, Flags=........C"
"489325","563.167647","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=4095, FN=0, Flags=....R...C"
"489330","563.172700","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=4095, FN=0, Flags=....R...C"
"489332","563.174624","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=4095, FN=0, Flags=....R...C"
"489347","563.191810","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=4095, FN=0, Flags=....R...C"
"489359","563.204238","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=4095, FN=0, Flags=....R...C"
"489470","563.326844","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=4095, FN=0, Flags=....R...C"
"489475","563.331973","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=0, FN=0, Flags=........C"
"489482","563.338792","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=0, FN=0, Flags=....R...C"
"489487","563.343984","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=0, FN=0, Flags=....R...C"
"489490","563.346452","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=0, FN=0, Flags=....R...C"
"489528","563.389287","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=0, FN=0, Flags=....R...C"
"489594","563.456583","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=0, FN=0, Flags=....R...C"
"489618","563.486265","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=0, FN=0, Flags=....R...C"
"489621","563.489409","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=1, FN=0, Flags=........C"
"489623","563.491398","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=1, FN=0, Flags=....R...C"
"489625","563.493287","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=1, FN=0, Flags=....R...C"
"489636","563.505676","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=1, FN=0, Flags=....R...C"
"489641","563.511639","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=1, FN=0, Flags=....R...C"
"489721","563.595561","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=1, FN=0, Flags=....R...C"
"489765","563.644772","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=1, FN=0, Flags=....R...C"
"490131","564.041610","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=15, FN=0, Flags=........C"
"490133","564.043418","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=15, FN=0, Flags=....R...C"
"490140","564.050624","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=15, FN=0, Flags=....R...C"
"490157","564.068537","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=15, FN=0, Flags=....R...C"
"490172","564.085533","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=15, FN=0, Flags=....R...C"
"490218","564.130900","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=15, FN=0, Flags=....R...C"
"490385","564.314666","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=15, FN=0, Flags=....R...C"
"490408","564.341507","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=16, FN=0, Flags=........C"
"490412","564.345753","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=16, FN=0, Flags=....R...C"
"490423","564.356760","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=16, FN=0, Flags=....R...C"
"490437","564.373105","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=16, FN=0, Flags=....R...C"
"490441","564.377883","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=16, FN=0, Flags=....R...C"
"490465","564.403935","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=16, FN=0, Flags=....R...C"
"490483","564.423722","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=16, FN=0, Flags=....R...C"
"490487","564.428011","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=17, FN=0, Flags=........C"
"490491","564.432018","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=17, FN=0, Flags=....R...C"
"490494","564.435286","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=17, FN=0, Flags=....R...C"
"490500","564.441635","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=17, FN=0, Flags=....R...C"
"490517","564.458776","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=17, FN=0, Flags=....R...C"
"490525","564.466637","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=17, FN=0, Flags=....R...C"
"490609","564.553997","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=17, FN=0, Flags=....R...C"
"490612","564.557006","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=18, FN=0, Flags=........C"
"490613","564.558279","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=18, FN=0, Flags=....R...C"
"490614","564.559566","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=18, FN=0, Flags=....R...C"
"490617","564.562587","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=18, FN=0, Flags=....R...C"
"490657","564.603891","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=18, FN=0, Flags=....R...C"
"490678","564.625769","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=18, FN=0, Flags=....R...C"
"490706","564.655199","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=18, FN=0, Flags=....R...C"
"490709","564.658251","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=19, FN=0, Flags=........C"
"490711","564.660235","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=19, FN=0, Flags=....R...C"
"490718","564.667496","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=19, FN=0, Flags=....R...C"
"490733","564.683806","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=19, FN=0, Flags=....R...C"
"490755","564.706137","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=19, FN=0, Flags=....R...C"
"490796","564.747889","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=19, FN=0, Flags=....R...C"
"490806","564.758227","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=19, FN=0, Flags=....R...C"
"495715","569.963144","Apple_3d:52:e4","6c:3f:23:e3:70:2e","802.11","83","2412","1","1","1","98:00:c6:3d:52:e4","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=3780, FN=0, Flags=........C"
"495717","569.965393","Apple_3d:52:e4","6c:3f:23:e3:70:2e","802.11","83","2412","1","1","1","98:00:c6:3d:52:e4","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=3780, FN=0, Flags=....R...C"
"495727","569.975707","Apple_3d:52:e4","6c:3f:23:e3:70:2e","802.11","83","2412","1","1","1","98:00:c6:3d:52:e4","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=3780, FN=0, Flags=....R...C"
"495744","569.993520","Apple_3d:52:e4","6c:3f:23:e3:70:2e","802.11","83","2412","1","1","1","98:00:c6:3d:52:e4","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=3780, FN=0, Flags=....R...C"
"495773","570.023318","Apple_3d:52:e4","6c:3f:23:e3:70:2e","802.11","83","2412","1","1","1","98:00:c6:3d:52:e4","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=3780, FN=0, Flags=....R...C"
"495815","570.067576","Apple_3d:52:e4","6c:3f:23:e3:70:2e","802.11","83","2412","1","1","1","98:00:c6:3d:52:e4","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=3780, FN=0, Flags=....R...C"
"495826","570.078773","Apple_3d:52:e4","6c:3f:23:e3:70:2e","802.11","83","2412","1","1","1","98:00:c6:3d:52:e4","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=3780, FN=0, Flags=....R...C"
"495858","570.113383","Apple_3d:52:e4","6c:3f:23:e3:70:2e","802.11","83","2412","1","1","1","98:00:c6:3d:52:e4","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=3781, FN=0, Flags=........C"
"495861","570.116420","Apple_3d:52:e4","6c:3f:23:e3:70:2e","802.11","83","2412","1","1","1","98:00:c6:3d:52:e4","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=3781, FN=0, Flags=....R...C"
"495867","570.122559","Apple_3d:52:e4","6c:3f:23:e3:70:2e","802.11","83","2412","1","1","1","98:00:c6:3d:52:e4","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=3781, FN=0, Flags=....R...C"
"495882","570.138231","Apple_3d:52:e4","6c:3f:23:e3:70:2e","802.11","83","2412","1","1","1","98:00:c6:3d:52:e4","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=3781, FN=0, Flags=....R...C"
"496086","570.354172","Apple_3d:52:e4","6c:3f:23:e3:70:2e","802.11","83","2412","1","1","1","98:00:c6:3d:52:e4","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=3782, FN=0, Flags=....R...C"
"496089","570.356853","Apple_3d:52:e4","6c:3f:23:e3:70:2e","802.11","83","2412","1","1","1","98:00:c6:3d:52:e4","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=3782, FN=0, Flags=....R...C"
"496098","570.366015","Apple_3d:52:e4","6c:3f:23:e3:70:2e","802.11","83","2412","1","1","1","98:00:c6:3d:52:e4","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=3782, FN=0, Flags=....R...C"
"496124","570.396608","Apple_3d:52:e4","6c:3f:23:e3:70:2e","802.11","83","2412","1","1","1","98:00:c6:3d:52:e4","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=3782, FN=0, Flags=....R...C"
